include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,energy_water,transportation_fs,agriculture_fs,interior_environment,iija,ira,approps,one_time
Y,2021,DOI,Office of the Secretary Department-Wide Programs,Ecosystem Restoration,Good Neighbor Agreements with States and Tribes,"This program is for State and Tribes to implement restoration projects on Federal lands pursuant to ""Good Neighbor Agreements."" Funds may be available via agreements or contracts for “authorized restoration services” which include forest, rangeland, and watershed restoration services. ‘‘Good Neighbor Agreements’’ are cooperative agreements or contracts entered between the Federal government and a State, County, or Tribe to carry out authorized restoration services, allowing the US Forest Service and BLM to collaborate with these groups to plan and execute cross-jurisdictional restoration work. FY22 funded projects supported invasive species eradication in legacy disturbances, expansion of existing forestry agreements, wildlife habitat improvement, seasonal protections for wildlife and at-risk resources, and aquatic system restoration in areas impacted by legacy forest management. Also, BLM entered into a partnership with the Nevada Department of Wildlife, initiating a 5-year project to support future work to restore wildlife habitat and reduce wildfire risk.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Office of the Secretary Department-Wide Programs,Office of Native Hawaiian Relations,Native Hawaiian Climate Resilience,"The goal of this program is to develop and implement a new Native Hawaiian Climate Resilience Program that helps the Native Hawaiian Community cope with the effects of climate change by taking actions that maintain the integrity and identity of the Native Hawaiian Community while also building the capacity for adaptation, learning, and transformation. Eligible uses of funding may include climate change communication, education, and research; environmental hazard analysis; natural and cultural resource management and protection; socio-cultural communication, education, and research; adaptation planning; sustainability technical assistance; and access to related federal/state/county programs.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Office of Insular Affairs,,Climate Change Technical Assistance for Territories,"The goal of this program is to provide technical assistance the U.S. Insular Areas for climate change planning, mitigation, adaptation, and resilience, including American Samoa, Guam, the Commonwealth of the Northern Mariana Islands, the U.S. Virgin Islands, and Puerto Rico. The funds will support technical assistance to the U.S. Insular Areas for climate change planning, mitigation, adaptation, and resilience projects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Wildland Fire Management,,Wildfire Management - Fuels Management,"The goal of this program is to protect vulnerable communities from wildfire while preparing our communities and natural landscapes for a changing climate, through hazardous fuels management strategies, including mechanical thinning, precommercial thinning in young stands, timber harvesting, prescribed fire, and installation of control locations such as fuel breaks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Wildland Fire Management,,Wildfire Management - Burned Area Rehabilitation,The goal of this program is to mitigate the damaging effects of wildfires and set landscapes on a path towards natural recovery and climate resilience through post-fire restoration and rehabilitation activities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Wildland Fire Management,,Wildfire Management - Preparedness,"The Preparedness Program funds a range of actions that helps the Federal government prepare to respond to wildland fire. These include hiring people, training them, tracking their qualifications, and planning our wildland fire response ahead of time. It also provides for the purchasing of equipment for early wildfire detection, real-time monitoring and radios to support interoperability with interagency partners; financial assistance to local communities to purchase slip-on tanks; and increases in firefighter pay and other firefighter workforce reforms. Eligible uses: to increase the compensation and number of Federal wildland firefighters to build a permanent, year-round workforce; increase the Nation's preparedness to fight wildfires through satellite detection and the procurement and placement of early-warning wildfire detection and real-time monitoring equipment; improve radio interoperability; increase training of youth, including Native youth, to accelerate the pace and scale of hazardous fuels treatments; and to provide financial assistance to local governments to purchase slip-on tanker units to ready trucks for firefighting.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Wildland Fire Management,,Wildfire Management - Joint Fire Science Program with Department of Agriculture,The goal of this program is to support science and research on wildland fire management issues that mitigate wildfire risk. Eligible uses: Priority research to better understand wildfire risk and inform land practitioners on critical wildland fire management issues.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Advanced Reactor Demonstration Projects,Advanced Reactor Demonstration Program,This program supports two major demonstrations of advanced nuclear reactors for commercial power generation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Carbon Management,Carbon Capture Demonstration Projects Program,"This program establishes a carbon capture technology program for the development of six facilities to demonstrate transformational technologies that will significantly improve the efficiency, effectiveness, costs, emissions reductions, and environmental performance of coal and natural gas use, including in manufacturing and industrial facilities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Carbon Management,Carbon Capture Large-Scale Pilot Projects,"This program establishes a carbon capture technology program for the development of transformational technologies that will significantly improve the efficiency, effectiveness, costs, emissions reductions, and environmental performance of coal and natural gas use, including in manufacturing and industrial facilities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,,Current and Former Mine Land Clean Energy Demonstrations,"This program aims to demonstrate the technical and economic viability of conducting clean energy projects on current and former mine lands. OCED will support up to five clean energy projects in geographically diverse regions, at least two of which shall be solar projects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Grid Deployment Office,Grid Modernization Division,Electric Grid Upgrade Program - Ensuring Reliability & Resiliency,"This program aims to demonstrate innovative approaches to transmission, storage, and distribution infrastructure to harden and enhance resilience and reliability; and to demonstrate novel approaches to enhance regional grid resilience.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Rural or Remote Areas,Energy Improvement in Rural and Remote Areas,"This program aims to provide financial assistance to improve, in rural or remote areas of the U.S., the resilience, safety, reliability, and availability of energy; and environmental protection from adverse impacts of energy generation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,,Energy Storage Demonstration Pilot Grant Program,This program supports first-of-a-kind energy storage system demonstration projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOE,Office of Clean Energy Demonstrations,Industrial Demonstrations,Industrial Emissions Demonstration Projects,This program supports demonstration projects that test and validate technologies that reduce industrial emissions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
