include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,fy21_omni,ira,iija,fy22_omni,fy23_omni,approps,one_time,tax_credit
Y,2022,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Water Power Technologies,Administers a broad portfolio of research activities to strengthen the body of technical knowledge and support industry efforts to develop and deploy new hydropower and marine energy technologies at all scales.,191900,191900,191900,0,0,0,0,0,0,191900,0,0,0,0,0,0,89850,89850,12200,0,0,36600,155300,0,155300,36600,0
Y,2022,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Geothermal Technologies,Drives increased deployment of geothermal energy to enhance exploration and production.,130500,130500,57496,0,36496,0,36496,0,0,75749,0,0,0,0,0,54751,109500,21000,0,0,0,21000,109500,0,109500,21000,0
Y,2022,DOE,Energy Efficiency and Renewable Energy,Energy Efficiency,Advanced Manufacturing,Plays a leading role to decarbonize the industrial sector and address the climate crisis by driving the innovation that can lead to a more resilient and competitive domestic manufacturing sector that also provides economic opportunities across diverse communities.,403000,403000,0,0,403000,0,0,0,80600,80600,80600,80600,0,0,0,80600,134319.9,134319.9,134319.9,0,0,0,403000,0,403000,0,0
Y,2022,DOE,Energy Efficiency and Renewable Energy,Energy Efficiency,Building Technologies,Reduces the energy intensity and related carbon emissions resulting from homes and commercial buildings through the application of cost-effective technologies and practices.,352500,352500,0,0,0,0,352500,0,198750,0,153750,0,0,0,0,0,102489.75,102489.75,147489.75,0,0,45000,307500,0,307500,45000,0
Y,2022,DOE,Energy Efficiency and Renewable Energy,Energy Efficiency,Weatherization and Intergovernmental Programs,"Partners with state and local organizations to significantly accelerate the deployment of clean energy (e.g., energy efficiency and renewable energy) technologies and practices through place-based strategies involving a wide range of government, community, and business stakeholders.",453973,453973,0,0,0,0,453973,0,453973,0,0,0,0,0,0,0,0,0,453973,0,0,0,453973,0,453973,0,0
Y,2022,DOE,Federal Energy Management Program,Federal Energy Management Program,Federal Energy Management Program,"Helps Federal agencies meet sustainability goals by providing technical assistance, financial assistance, training, and other resources.",103997,103997,26998.5,25000,0,0,51998.5,0,42999,17999,17999,25000,0,0,0,0,0,0,103997,0,0,50000,53997,0,53997,50000,0
Y,2022,DOE,Loan Programs Office,Advanced Technology Vehicles Manufacturing Loan Program,Advanced Technology Vehicles Manufacturing Loan Program,"Provides long-term, low-interest rate debt capital to companies looking to manufacture fuel-efficient components and advanced technology of light-duty passenger vehicles.",455000,455000,0,455000,0,0,0,0,227500,0,227500,0,0,0,0,0,0,0,455000,0,450000,0,5000,0,5000,450000,0
Y,2022,DOE,Advanced Research Projects Agency - Energy,Advanced Research Projects Agency - Energy,ARPA-E Projects,Identifies and supports revolutionary energy inventions and transformational energy technology advances.,414000,414000,207000,207000,0,0,0,0,103500,103500,103500,103500,0,0,0,0,207000,207000,0,0,0,0,414000,0,414000,0,0
Y,2022,DOE,Advanced Research Projects Agency - Energy,Advanced Research Projects Agency - Energy,Program Direction,Identifies and supports revolutionary energy inventions and transformational energy technology advances.,36000,36000,18000,18000,0,0,0,0,9000,9000,9000,9000,0,0,0,0,18000,18000,0,0,0,0,36000,0,36000,0,0
Y,2022,DOE,Office of Indian Energy,Indian Energy Policy and Programs,Indian Energy Policy and Programs,"Serves all Federally recognized Indian tribes, which include Alaska Native Regional Corporations and Village Corporations, as well as tribal and intertribal organizations, and tribal energy development organizations.",58000,58000,58000,0,0,0,0,0,19331,19331,19331,0,0,0,0,0,0,0,58000,0,0,0,58000,0,58000,0,0
Y,2022,DOE,Office of Technology Transitions,Technology Transition Activities,Technology Transition Activities,Expands the commercial and public impact of the research investments of the DOE.,11095,11095,11095,0,0,0,0,0,2219,2219,2219,2219,2219,0,0,0,11095,0,0,0,0,0,11095,0,11095,0,0
Y,2022,DOE,Loan Programs Office,Tribal Energy Loan Guarantee Program,Tribal Energy Loan Guarantee Program,Provides support to commercial lenders to provide debt capital to Tribal companies and organizations installing energy projects.,2000,2000,2000,0,0,0,0,0,667,667,667,0,0,0,0,0,0,0,2000,0,0,0,2000,0,2000,0,0
Y,2022,DOE,Office of Clean Energy Demonstrations,Administrative Expenses,Administrative Expenses,Administrative expenses associated with the execution of the Advanced Industrial Facilities Deployment Program.,300000,300000,0,0,300000,0,0,0,60000,0,60000,60000,60000,60000,0,0,0,0,300000,0,300000,0,0,0,0,300000,0
Y,2022,DOE,"Cybersecurity, Energy Security, and Emergency Response",Advanced Energy Security Program,Advanced Energy Security Program,Increase the functional preservation of electric grid operations or natural gas and oil operations in the face of threats and hazards.,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Office of Clean Energy Demonstrations,Advanced Reactor Demonstration Projects,Advanced Reactor Demonstration Program,Supports two major demonstrations of advanced nuclear reactors for commercial power generation.,677000,677000,677000,0,0,0,0,0,0,677000,0,0,0,0,0,0,0,677000,0,0,0,677000,0,0,0,677000,0
Y,2022,DOE,Science,Advanced Scientific Computing Research,ASCR Research,Reduce the lease‐ financed amounts on ASCR high performance computing systems during this period of historically high inflation.,163791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Loan Programs Office,Advanced Technology Vehicles Manufacturing Loan Program,Advanced Technology Vehicles Manufacturing Loan Program,"Fund personnel and mission support costs to originate, administer, and monitor loans under this program.",455000,455000,0,455000,0,0,0,0,227500,0,227500,0,0,0,0,0,0,0,455000,0,450000,0,5000,0,5000,450000,0
Y,2022,DOE,Loan Programs Office,Advanced Technology Vehicles Manufacturing Loan Program,Advanced Technology Vehicles Manufacturing Loan Program,"Issues loans for a range of advanced technology vehicles and their components, including newly authorized uses from the IIJA, which to date had not been funded. Expanded uses include medium- and heavy-duty vehicles, locomotives, maritime vessels including offshore wind vessels, aviation, and hyperloop. The IRA removed the statutory limitation on direct loan authority and provided $3 billion of additional appropriations, including $2.975 billion in credit subsidy.",455000,455000,0,455000,0,0,0,0,227500,0,227500,0,0,0,0,0,0,0,455000,0,450000,0,5000,0,5000,450000,0
Y,2022,DOE,Nuclear Energy,Availability of High- Assay Low-Enriched Uranium,Availability of High- Assay Low-Enriched Uranium,"Support the High-Assay Low-Enriched Uranium (HALEU) Availability Program activities directed in section 2001 of the Energy Act of 2020, including supporting the establishment of a diverse, market-based supply chain for HALEU.",700000,700000,700000,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,700000,0,700000,0,0,0,0,700000,0
Y,2022,DOE,Science,Basic Energy Research,"Advanced Light Source Upgrade (ALS‐U), LBNL",Funding for construction and equipment procurement projects.,96600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Science,Basic Energy Research,BES Research,Funding for construction and equipment procurement projects.,45200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Science,Basic Energy Research,"Cryomodule Repair & Maintenance Facility (CRMF), SLAC",Funding for construction and equipment procurement projects.,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Science,Basic Energy Research,"Linac Coherent Light Source‐II‐High Energy (LCLS‐II‐HE), SLAC",Funding for construction and equipment procurement projects.,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Science,Basic Energy Research,"Second Target Station (STS), ORNL",Funding for construction and equipment procurement projects.,42700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE,Fossil Energy and Carbon Management,"Carbon Capture, Utilization and Storage and Power Systems",Carbon Capture,Focuses on RDD&D on post-combustion and pre-combustion CO2 capture.,99000,99000,49500,0,49500,0,0,0,0,0,0,0,99000,0,0,0,49308.80649,45867.32329,3823.87022,0,0,0,99000,0,99000,0,0
Y,2022,DOE,Loan Programs Office,Carbon Dioxide Transportation Infrastructure Finance and Innovation,Carbon Dioxide Transportation Infrastructure Finance and Innovation,"Establishes the Carbon Dioxide Transportation Infrastructure Finance and Innovation (CIFIA) program, consisting of direct loans, loan guarantees, and/or grants to establish a regional network of large scale, common carrier carbon dioxide transportation infrastructure in the U.S. Carbon dioxide transportation projects supported by CIFIA will contribute to the reduction of carbon emissions by enhancing access to high-purity carbon dioxide for utilization or permanent sequestration and create new job opportunities with a free and fair choice to join a union.",600000,600000,0,0,600000,0,0,0,0,0,0,0,600000,0,0,0,0,0,600000,0,0,600000,0,0,0,600000,0
Y,2022,DOE,Fossil Energy and Carbon Management,Carbon Management,Carbon Utilization Program,Grants for state and local governments to procure and use products derived from captured carbon oxides.,41000,41000,0,0,41000,0,0,0,0,0,0,0,41000,0,0,0,0,0,41000,0,0,41000,0,0,0,41000,0
Y,2022,DOE,Fossil Energy and Carbon Management,Carbon Management,Carbon Capture Technology Program (Front-End Engineering and Design Program Out Activities Under Carbon Capture Tech Program 962 Of EPA),"Expands DOE’s Carbon Capture Technology program to include a program for carbon dioxide transport infrastructure necessary to deploy carbon capture, conversion and geologic storage.",100000,100000,50000,0,50000,0,0,0,0,0,0,0,100000,0,0,0,0,0,100000,0,0,100000,0,0,0,100000,0
Y,2022,DOE,Fossil Energy and Carbon Management,Carbon Management,Carbon Storage Validation and Testing,"RD&D for large-scale carbon sequestration projects and associated carbon dioxide transport infrastructure, including funding for the feasibility, site characterization, permitting, and construction stages of project development.",500000,500000,250000,0,250000,0,0,0,0,0,0,0,500000,0,0,0,250000,250000,0,0,0,500000,0,0,0,500000,0
Y,2022,DOE,Office of Clean Energy Demonstrations,Carbon Management,Regional Direct Air Capture Hubs,"Supports the development of four domestic regional direct air capture hubs, each of which will demonstrate a direct air capture technology or suite of technologies at commercial scale with the potential for capturing at least 1 million metric tons of CO2 annually from the atmosphere and storing that CO2 permanently in a geologic formation or through its conversion into products.",700000,700000,0,0,700000,0,0,0,0,0,0,0,700000,0,0,0,0,700000,0,0,0,700000,0,0,0,700000,0
Y,2022,DOE,Office of Clean Energy Demonstrations,Carbon Management,Carbon Capture Demonstration Projects Program,"Establishes a carbon capture technology program for the development of six facilities to demonstrate transformational technologies that will significantly improve the efficiency, effectiveness, costs, emissions reductions, and environmental performance of coal and natural gas use, including in manufacturing and industrial facilities.",937000,937000,468500,0,468500,0,0,0,0,0,0,0,937000,0,0,0,0,937000,0,0,0,937000,0,0,0,937000,0
Y,2022,DOE,Office of Clean Energy Demonstrations,Carbon Management,Carbon Capture Large-Scale Pilot Projects,"Establishes a carbon capture technology program for the development of transformational technologies that will significantly improve the efficiency, effectiveness, costs, emissions reductions, and environmental performance of coal and natural gas use, including in manufacturing and industrial facilities.",387000,387000,193500,0,193500,0,0,0,0,0,0,0,387000,0,0,0,0,387000,0,0,0,387000,0,0,0,387000,0
